Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20002002","2000-2002","%","107","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20012003","2001-2003","%","107","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20022004","2002-2004","%","108","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20032005","2003-2005","%","108","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20042006","2004-2006","%","108","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20052007","2005-2007","%","109","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20062008","2006-2008","%","110","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20072009","2007-2009","%","112","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20082010","2008-2010","%","113","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","115","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","116","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","118","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","120","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","124","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","126","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","127","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","128","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","127","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","127","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","127","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20002002","2000-2002","%","71","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20012003","2001-2003","%","71","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20022004","2002-2004","%","70","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20032005","2003-2005","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20042006","2004-2006","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20052007","2005-2007","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20062008","2006-2008","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20072009","2007-2009","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20082010","2008-2010","%","70","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20092011","2009-2011","%","71","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20102012","2010-2012","%","72","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20112013","2011-2013","%","71","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20122014","2012-2014","%","70","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20132015","2013-2015","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20142016","2014-2016","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20152017","2015-2017","%","68","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20162018","2016-2018","%","66","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","65","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20182020","2018-2020","%","63","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/cap/d","52.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/cap/d","52.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/cap/d","53.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/cap/d","53.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/cap/d","53.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/cap/d","54.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/cap/d","55.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/cap/d","56.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/cap/d","57","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/cap/d","58","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/cap/d","59","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/cap/d","60","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/cap/d","61.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/cap/d","62.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/cap/d","63.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/cap/d","66","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/cap/d","67.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","68.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/cap/d","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/cap/d","12.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/cap/d","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/cap/d","13.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/cap/d","13.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/cap/d","14.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/cap/d","14.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/cap/d","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/cap/d","15.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/cap/d","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/cap/d","18.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/cap/d","19.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/cap/d","22.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","25.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2006","2006","km","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2007","2007","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2008","2008","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","km","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","km","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2019","2019","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2000","2000","Int$/cap","5621.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2001","2001","Int$/cap","5744.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2002","2002","Int$/cap","5921.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2003","2003","Int$/cap","6121.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2004","2004","Int$/cap","6348.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2005","2005","Int$/cap","6625.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2006","2006","Int$/cap","6899.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2007","2007","Int$/cap","7242","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2008","2008","Int$/cap","7578.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2009","2009","Int$/cap","7828.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","Int$/cap","8212.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","Int$/cap","8610.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","Int$/cap","9015.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","Int$/cap","9402.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","Int$/cap","9759","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","Int$/cap","10121.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","Int$/cap","10519.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","Int$/cap","10941.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","11397.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","Int$/cap","11857.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","Int$/cap","11515.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","Int$/cap","11858.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","18.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","19.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","19.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","19.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","18.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","17.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","15.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","13.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","9.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","8.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","6.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20002002","2000-2002","million No","41.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","million No","41.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","million No","42.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","million No","43.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","million No","44.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","million No","44.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","million No","43.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","million No","41.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","million No","37.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","32.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","27.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","23.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","21.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","20.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","18.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","17.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","15.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","15.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","16.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","16.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.6","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","0.9","A","Official figure","Official estimate"
